Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,51-2031,Engine and Other Machine Assemblers,1390,44610,41800,31790,51020
1,36,New York State,51-2041,Structural Metal Fabricators and Fitters,2130,54900,51090,35480,64600
1,36,New York State,51-2051,Fiberglass Laminators and Fabricators,,37480,36240,27540,42450
1,36,New York State,51-2090,Miscellaneous Assemblers and Fabricators,34580,37040,33430,27840,41630
1,36,New York State,51-3011,Bakers,10310,35200,32850,27940,38840
1,36,New York State,51-3021,Butchers and Meat Cutters,10650,35800,29960,26000,40850
1,36,New York State,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",1080,32840,30440,26000,36310
1,36,New York State,51-3023,Slaughterers and Meat Packers,680,36070,35050,27220,40500
1,36,New York State,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",700,33180,30260,26060,36740
1,36,New York State,51-3092,Food Batchmakers,7580,33960,31250,27000,37430
1,36,New York State,51-3093,Food Cooking Machine Operators and Tenders,910,37400,36910,29740,41220
1,36,New York State,51-3099,"Food Processing Workers, All Other",500,30350,29500,26990,32020
1,36,New York State,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1130,39240,37800,29140,44290
1,36,New York State,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,51410,54270,35580,59330
1,36,New York State,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",340,47000,46560,35050,52970
1,36,New York State,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3860,42900,39790,30090,49300
1,36,New York State,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,40740,38650,27870,47170
1,36,New York State,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1630,40450,38660,30460,45450
1,36,New York State,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",880,43900,38300,26640,52530
1,36,New York State,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",310,43390,41460,31950,49110
1,36,New York State,51-4041,Machinists,12750,49770,48120,34210,57560
1,36,New York State,51-4051,Metal-Refining Furnace Operators and Tenders,570,49180,48750,36240,55660
1,36,New York State,51-4052,"Pourers and Casters, Metal",,43000,45290,33090,47950
1,36,New York State,51-4061,"Model Makers, Metal and Plastic",,55750,56010,31750,67750
1,36,New York State,51-4062,"Patternmakers, Metal and Plastic",,49580,49750,35060,56840
1,36,New York State,51-4071,Foundry Mold and Coremakers,,43570,40340,31040,49830
1,36,New York State,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3630,35600,32140,27520,39650
1,36,New York State,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4510,40740,38990,28930,46640
1,36,New York State,51-4111,Tool and Die Makers,1800,58680,59120,40190,67920
1,36,New York State,51-4121,"Welders, Cutters, Solderers, and Brazers",9460,51210,45570,33390,60110
1,36,New York State,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",460,47990,40350,32870,55550
1,36,New York State,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",270,43860,43240,32590,49490
1,36,New York State,51-4192,"Layout Workers, Metal and Plastic",,61600,51740,42350,71220
1,36,New York State,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",950,40420,37070,28900,46180
1,36,New York State,51-4194,"Tool Grinders, Filers, and Sharpeners",,41940,40640,29070,48380
1,36,New York State,51-4199,"Metal Workers and Plastic Workers, All Other",,45990,41240,29050,54470
1,36,New York State,51-5111,Prepress Technician and Workers,1290,48940,47200,31890,57460
1,36,New York State,51-5112,Printing Press Operators,8020,44170,41420,30080,51220
1,36,New York State,51-5113,Print Binding and Finishing Workers,1350,37000,32750,28180,41410
1,36,New York State,51-6011,Laundry and Dry-Cleaning Workers,12550,32000,29360,26390,34810
1,36,New York State,51-6021,"Pressers, Textile, Garment, and Related Materials",1140,32170,30020,26510,35010
1,36,New York State,51-6031,Sewing Machine Operators,6860,34330,32430,27360,37820
1,36,New York State,51-6041,Shoe and Leather Workers and Repairers,640,29100,26950,26030,30640
1,36,New York State,51-6042,Shoe Machine Operators and Tenders,,32320,33750,26000,35610
1,36,New York State,51-6051,"Sewers, Hand",,35190,35290,28690,38440
1,36,New York State,51-6052,"Tailors, Dressmakers, and Custom Sewers",1170,44040,40190,30610,50750
1,36,New York State,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,,30950,28980,26000,33690
1,36,New York State,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",390,35050,34760,28060,38550
1,36,New York State,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",690,32440,30400,26260,35540
1,36,New York State,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,31480,30410,27990,33220
1,36,New York State,51-6092,Fabric and Apparel Patternmakers,1000,83480,78690,46340,102050
1,36,New York State,51-6093,Upholsterers,640,39000,32660,27690,44650
1,36,New York State,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,39230,30680,26130,45780
1,36,New York State,51-7011,Cabinetmakers and Bench Carpenters,3600,51200,47800,32800,60400
1,36,New York State,51-7021,Furniture Finishers,630,41460,38460,31290,46540
1,36,New York State,51-7031,"Model Makers, Wood",,53450,49940,37650,61350
1,36,New York State,51-7032,"Patternmakers, Wood",,72660,73950,65110,76440
1,36,New York State,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1130,35560,32920,28290,39200
1,36,New York State,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1620,38750,35590,27750,44250
1,36,New York State,51-8011,Nuclear Power Reactor Operators,410,117520,119170,94730,128920
1,36,New York State,51-8012,Power Distributors and Dispatchers,,105610,111440,76370,120240
1,36,New York State,51-8013,Power Plant Operators,1980,92140,94330,55810,110300
1,36,New York State,51-8021,Stationary Engineers and Boiler Operators,4120,85190,78510,54940,100320
1,36,New York State,51-8031,Water and Wastewater Treatment Plant and System Operators,5310,65960,62050,42420,77730
1,36,New York State,51-8091,Chemical Plant and System Operators,440,72430,74940,50630,83330
1,36,New York State,51-8092,Gas Plant Operators,340,95430,98290,68580,108860
1,36,New York State,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,58460,54050,43350,66010
1,36,New York State,51-8099,"Plant and System Operators, All Other",,64980,67470,48660,73150
1,36,New York State,51-9011,Chemical Equipment Operators and Tenders,3620,51110,49450,33640,59840
1,36,New York State,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1880,46460,42730,31780,53800
1,36,New York State,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1440,41440,41070,29570,47370
1,36,New York State,51-9022,"Grinding and Polishing Workers, Hand",1070,44120,37790,28450,51960
1,36,New York State,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",4410,41570,39570,28350,48180
1,36,New York State,51-9031,"Cutters and Trimmers, Hand",350,45240,44460,28870,53420
1,36,New York State,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1410,39750,37710,28840,45210
1,36,New York State,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3020,45550,45260,31480,52580
1,36,New York State,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",560,47470,48460,34850,53780
1,36,New York State,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",20950,46760,42750,30770,54750
1,36,New York State,51-9071,Jewelers and Precious Stone and Metal Workers,3630,64040,56480,32760,79680
1,36,New York State,51-9081,Dental Laboratory Technicians,1470,59320,54370,33480,72230
1,36,New York State,51-9082,Medical Appliance Technicians,490,44520,40000,28940,52310
1,36,New York State,51-9083,Ophthalmic Laboratory Technicians,2610,39040,37270,28690,44220
1,36,New York State,51-9111,Packaging and Filling Machine Operators and Tenders,16660,35070,31860,27490,38870
1,36,New York State,51-9123,"Painting, Coating, and Decorating Workers",690,41160,37660,28750,47370
1,36,New York State,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3000,41780,39410,29100,48120
1,36,New York State,51-9141,Semiconductor Processors,890,49770,47750,35920,56700
1,36,New York State,51-9151,Photographic Process Workers and Processing Machine Operators,390,50040,41050,31850,59140
1,36,New York State,51-9161,Computer Numerically Controlled Tool Operators,3880,42160,39430,29020,48730
1,36,New York State,51-9162,Computer Numerically Controlled Tool Programmers,860,59980,58090,40110,69910
1,36,New York State,51-9191,Adhesive Bonding Machine Operators and Tenders,550,39310,38550,29870,44030
1,36,New York State,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",470,37870,37020,28590,42520
1,36,New York State,51-9193,Cooling and Freezing Equipment Operators and Tenders,,40630,38890,29820,46040
1,36,New York State,51-9194,Etchers and Engravers,300,42360,38400,30800,48140
1,36,New York State,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",810,39310,36700,27310,45320
1,36,New York State,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",3790,41750,40630,30030,47610
1,36,New York State,51-9198,Helpers--Production Workers,4970,36470,33660,27740,40840
1,36,New York State,51-9199,"Production Workers, All Other",4190,39760,36880,27730,45770
1,36,New York State,53-0000,Transportation and Material Moving Occupations,565210,46140,38450,28400,55010
1,36,New York State,53-1041,Aircraft Cargo Handling Supervisors,,67380,67970,45900,78120
1,36,New York State,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",22690,66310,63500,41120,78900
1,36,New York State,53-2011,"Airline Pilots, Copilots, and Flight Engineers",5430,182890,145130,65760,241450
1,36,New York State,53-2021,Air Traffic Controllers,,144700,161260,86700,173710
1,36,New York State,53-2022,Airfield Operations Specialists,430,79770,77770,48770,95280
1,36,New York State,53-2031,Flight Attendants,7600,56640,50590,33600,68160
1,36,New York State,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",440,35550,31610,28220,39220
1,36,New York State,53-3031,Driver/Sales Workers,14070,36250,32040,27210,40760
1,36,New York State,53-3032,Heavy and Tractor-Trailer Truck Drivers,58280,56900,53010,39710,65500
1,36,New York State,53-3033,Light Truck or Delivery Services Drivers,44260,44040,39500,28380,51860
1,36,New York State,53-3052,"Bus Drivers, Transit and Intercity",15480,66220,72390,44760,76940
1,36,New York State,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",50550,44040,41120,30390,50870
1,36,New York State,53-3099,"Motor Vehicle Operators, All Other",2350,39780,38620,27960,45690
1,36,New York State,53-4011,Locomotive Engineers,,62370,63120,52510,67310
1,36,New York State,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",,59620,54580,44270,67290
1,36,New York State,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",,53680,52470,34820,63100
1,36,New York State,53-4031,Railroad Conductors and Yardmasters,6930,62650,62210,50090,68930
1,36,New York State,53-5011,Sailors and Marine Oilers,1290,52350,53090,34330,61370
1,36,New York State,53-5021,"Captains, Mates, and Pilots of Water Vessels",1480,86030,78870,45360,106370
1,36,New York State,53-5022,Motorboat Operators,,73430,76110,62700,78800
1,36,New York State,53-5031,Ship Engineers,480,96850,85410,56950,116810
1,36,New York State,53-6011,Bridge and Lock Tenders,270,47980,49520,35370,54280
1,36,New York State,53-6021,Parking Lot Attendants,11110,32980,32010,28360,35290
1,36,New York State,53-6031,Automotive and Watercraft Service Attendants,3080,30550,27700,26130,32760
1,36,New York State,53-6041,Traffic Technicians,1270,63610,65540,37000,76910
1,36,New York State,53-6051,Transportation Inspectors,4250,77660,79320,64790,84100
1,36,New York State,53-6061,"Transportation Attendants, Except Flight Attendants",3810,33950,35430,27040,37400
1,36,New York State,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",1460,38800,34920,29090,43660
1,36,New York State,53-7011,Conveyor Operators and Tenders,970,35990,35880,27600,40180
1,36,New York State,53-7041,Hoist and Winch Operators,,61950,66980,33640,76100
1,36,New York State,53-7051,Industrial Truck and Tractor Operators,16240,45400,42130,32750,51720
1,36,New York State,53-7061,Cleaners of Vehicles and Equipment,16970,39040,33150,27180,44970
1,36,New York State,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",126480,38130,34350,28130,43130
1,36,New York State,53-7063,Machine Feeders and Offbearers,1220,34780,32370,28300,38020
1,36,New York State,53-7064,"Packers and Packagers, Hand",17010,32510,30810,27210,35160
1,36,New York State,53-7065,Stockers and Order Fillers,105740,33560,30910,27060,36810
1,36,New York State,53-7071,Gas Compressor and Gas Pumping Station Operators,,66980,73370,45800,77560
1,36,New York State,53-7072,"Pump Operators, Except Wellhead Pumpers",,59690,49060,44210,67440
1,36,New York State,53-7081,Refuse and Recyclable Material Collectors,10290,63250,66920,41060,74350
1,36,New York State,53-7121,"Tank Car, Truck, and Ship Loaders",,44090,44110,37520,47370
1,36,New York State,53-7199,"Material Moving Workers, All Other",910,54170,57650,32260,65130
10,1,Capital Region,00-0000,"Total, All Occupations",489730,59130,47770,29760,73810
10,1,Capital Region,11-0000,Management Occupations,25870,121390,108920,68110,148030
10,1,Capital Region,11-1011,Chief Executives,770,154880,141250,100230,182210
10,1,Capital Region,11-1021,General and Operations Managers,8700,122650,104860,60480,153730
10,1,Capital Region,11-1031,Legislators,1020,92640,96060,79720,99100
10,1,Capital Region,11-2011,Advertising and Promotions Managers,90,137330,134500,83050,164470
10,1,Capital Region,11-2021,Marketing Managers,490,144500,133480,90970,171270
10,1,Capital Region,11-2022,Sales Managers,740,144910,138620,70730,182000
10,1,Capital Region,11-2030,Public Relations and Fundraising Managers,370,106340,98530,57310,130850
10,1,Capital Region,11-3010,Administrative Services Managers,870,119150,116440,77930,139750
10,1,Capital Region,11-3021,Computer and Information Systems Managers,1550,143030,133100,100130,164480
10,1,Capital Region,11-3031,Financial Managers,1830,140060,129320,91490,164350
10,1,Capital Region,11-3051,Industrial Production Managers,490,139420,130630,88070,165100
10,1,Capital Region,11-3061,Purchasing Managers,480,103220,95380,68000,120830
10,1,Capital Region,11-3071,"Transportation, Storage, and Distribution Managers",260,104200,101350,68700,121950
10,1,Capital Region,11-3111,Compensation and Benefits Managers,90,167620,139300,92190,205340
10,1,Capital Region,11-3121,Human Resources Managers,680,109450,103170,69650,129350
10,1,Capital Region,11-3131,Training and Development Managers,110,120480,114660,91940,134760
10,1,Capital Region,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",,103480,116020,65830,122300
10,1,Capital Region,11-9021,Construction Managers,370,96530,85870,70830,109390
10,1,Capital Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",130,54320,47650,39470,61750
10,1,Capital Region,11-9032,"Education Administrators, Elementary and Secondary School",840,116000,116500,86700,130640
10,1,Capital Region,11-9033,"Education Administrators, Postsecondary",480,151520,131540,90720,181920
10,1,Capital Region,11-9039,"Education Administrators, All Other",70,108480,107470,75750,124850
10,1,Capital Region,11-9041,Architectural and Engineering Managers,600,174890,169220,126020,199320
10,1,Capital Region,11-9051,Food Service Managers,430,61760,57380,46740,69270
10,1,Capital Region,11-9071,Gaming Managers,,113820,117110,88460,126500
10,1,Capital Region,11-9081,Lodging Managers,70,101940,65260,49260,128290
10,1,Capital Region,11-9111,Medical and Health Services Managers,1540,116990,106930,74940,138020
10,1,Capital Region,11-9121,Natural Sciences Managers,140,138590,133020,99430,158170
10,1,Capital Region,11-9131,Postmasters and Mail Superintendents,90,80190,76710,67860,86350
10,1,Capital Region,11-9141,"Property, Real Estate, and Community Association Managers",260,92810,92370,65990,106230
10,1,Capital Region,11-9151,Social and Community Service Managers,800,83470,79720,55840,97290
10,1,Capital Region,11-9161,Emergency Management Directors,80,80910,73560,55460,93640
10,1,Capital Region,11-9171,Funeral Home Managers,,87620,88690,62370,100250
10,1,Capital Region,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",1350,95370,94380,58110,113990
10,1,Capital Region,13-0000,Business and Financial Operations Occupations,31840,74880,69500,48330,88150
10,1,Capital Region,13-1020,Buyers and Purchasing Agents,1440,67350,64330,45510,78270
10,1,Capital Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1650,71600,69170,47930,83430
10,1,Capital Region,13-1032,"Insurance Appraisers, Auto Damage",,73080,74750,62050,78590
10,1,Capital Region,13-1041,Compliance Officers,1570,70350,65170,46890,82080
10,1,Capital Region,13-1051,Cost Estimators,600,75280,69770,49720,88070
10,1,Capital Region,13-1071,Human Resources Specialists,2150,71050,68540,46690,83230
10,1,Capital Region,13-1075,Labor Relations Specialists,780,75450,73460,58190,84070
10,1,Capital Region,13-1081,Logisticians,230,74840,72620,52510,86010
10,1,Capital Region,13-1111,Management Analysts,2860,80820,74850,54470,94000
10,1,Capital Region,13-1121,"Meeting, Convention, and Event Planners",480,51240,49570,32480,60620
10,1,Capital Region,13-1131,Fundraisers,380,69720,64490,41100,84030
10,1,Capital Region,13-1141,"Compensation, Benefits, and Job Analysis Specialists",950,63790,59160,46440,72470
10,1,Capital Region,13-1151,Training and Development Specialists,1700,68090,65730,42500,80890
10,1,Capital Region,13-1161,Market Research Analysts and Marketing Specialists,1940,72990,68920,42160,88410
10,1,Capital Region,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",3960,82030,78070,51660,97220
10,1,Capital Region,13-2011,Accountants and Auditors,5220,79070,75080,53700,91760
10,1,Capital Region,13-2020,Appraisers and Assessors of Real Estate,230,55590,51430,36350,65210
10,1,Capital Region,13-2031,Budget Analysts,540,73790,71470,55140,83120
10,1,Capital Region,13-2041,Credit Analysts,90,78950,65400,48220,94320
10,1,Capital Region,13-2052,Personal Financial Advisors,480,109220,85840,47800,139920
10,1,Capital Region,13-2053,Insurance Underwriters,700,76990,67170,52640,89160
10,1,Capital Region,13-2061,Financial Examiners,260,73110,68490,44180,87580
10,1,Capital Region,13-2071,Credit Counselors,60,60550,52740,46340,67660
10,1,Capital Region,13-2072,Loan Officers,820,79860,58850,37760,100910
10,1,Capital Region,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1310,62190,59540,46410,70080
10,1,Capital Region,13-2082,Tax Preparers,110,66940,72570,36940,81940
10,1,Capital Region,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",1300,77550,72140,49210,91730
10,1,Capital Region,15-0000,Computer and Mathematical Occupations,16980,84910,80300,52840,100940
10,1,Capital Region,15-1211,Computer Systems Analysts,3640,88120,85660,62590,100880
10,1,Capital Region,15-1212,Information Security Analysts,280,104400,103980,67030,123090
10,1,Capital Region,15-1221,Computer and Information Research Scientists,,123370,107110,91160,139470
10,1,Capital Region,15-1231,Computer Network Support Specialists,690,69230,68250,47050,80330
10,1,Capital Region,15-1232,Computer User Support Specialists,2030,55350,53070,37570,64240
10,1,Capital Region,15-1241,Computer Network Architects,430,103770,101900,67080,122120
10,1,Capital Region,15-1244,Network and Computer Systems Administrators,1670,86410,83500,68290,95470
10,1,Capital Region,15-1245,Database Administrators and Architects,500,92730,95010,65230,106480
10,1,Capital Region,15-1251,Computer Programmers,1810,82110,80010,61840,92240
10,1,Capital Region,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,3610,102260,99860,64440,121170
10,1,Capital Region,15-1257,Web Developers and Digital Interface Designers,560,67320,63830,42730,79620
10,1,Capital Region,15-1299,"Computer Occupations, All Other",590,66460,62050,42320,78540
10,1,Capital Region,15-2011,Actuaries,270,132590,108120,64180,166790
10,1,Capital Region,15-2031,Operations Research Analysts,430,83010,77500,60750,94140
10,1,Capital Region,15-2041,Statisticians,110,83970,79430,54920,98500
10,1,Capital Region,17-0000,Architecture and Engineering Occupations,10460,92890,86370,58090,110290
10,1,Capital Region,17-1011,"Architects, Except Landscape and Naval",490,101160,93860,69610,116940
10,1,Capital Region,17-1012,Landscape Architects,110,84810,78820,55940,99250
10,1,Capital Region,17-1022,Surveyors,110,73210,69610,50980,84320
10,1,Capital Region,17-2031,Biomedical Engineers,80,113980,109190,81510,130220
10,1,Capital Region,17-2041,Chemical Engineers,180,108760,102600,77950,124160
10,1,Capital Region,17-2051,Civil Engineers,1490,104080,92940,68340,121950
10,1,Capital Region,17-2061,Computer Hardware Engineers,70,106510,105360,90290,114620
10,1,Capital Region,17-2071,Electrical Engineers,1060,111260,110400,73420,130180
10,1,Capital Region,17-2072,"Electronics Engineers, Except Computer",220,121480,103840,79480,142480
10,1,Capital Region,17-2081,Environmental Engineers,520,88540,89590,66030,99790
10,1,Capital Region,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",100,84920,82890,61300,96740
10,1,Capital Region,17-2112,Industrial Engineers,1710,104690,100190,71530,121280
10,1,Capital Region,17-2131,Materials Engineers,70,90940,89150,50510,111160
10,1,Capital Region,17-2141,Mechanical Engineers,910,103830,102420,72030,119730
10,1,Capital Region,17-2199,"Engineers, All Other",440,109340,105370,74310,126850
10,1,Capital Region,17-3011,Architectural and Civil Drafters,300,64410,62030,47700,72760
10,1,Capital Region,17-3012,Electrical and Electronics Drafters,80,62160,60820,46140,70170
10,1,Capital Region,17-3013,Mechanical Drafters,270,56290,53140,41390,63740
10,1,Capital Region,17-3019,"Drafters, All Other",,60890,60020,47920,67380
10,1,Capital Region,17-3022,Civil Engineering Technicians,130,60170,61120,40420,70040
10,1,Capital Region,17-3023,Electrical and Electronic Engineering Technicians,610,72270,73620,51760,82520
10,1,Capital Region,17-3024,Electro-Mechanical Technicians,,57660,56030,47510,62730
10,1,Capital Region,17-3025,Environmental Engineering Technicians,90,48840,46470,36890,54810
10,1,Capital Region,17-3026,Industrial Engineering Technicians,580,62750,62710,46490,70880
10,1,Capital Region,17-3027,Mechanical Engineering Technicians,130,62520,59890,40360,73600
10,1,Capital Region,17-3031,Surveying and Mapping Technicians,120,63590,59460,42610,74080
10,1,Capital Region,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",480,58050,53520,38310,67910
10,1,Capital Region,19-0000,"Life, Physical, and Social Science Occupations",8180,69860,62790,40720,84430
10,1,Capital Region,19-1012,Food Scientists and Technologists,,67430,67170,50880,75710
10,1,Capital Region,19-1021,Biochemists and Biophysicists,230,76170,63410,50860,88820
10,1,Capital Region,19-1023,Zoologists and Wildlife Biologists,60,81940,80920,62420,91700
10,1,Capital Region,19-1029,"Biological Scientists, All Other",,73190,70840,52300,83630
10,1,Capital Region,19-1031,Conservation Scientists,,73040,70880,46030,86540
10,1,Capital Region,19-1032,Foresters,,76070,72050,54190,87000
10,1,Capital Region,19-1041,Epidemiologists,,102970,83580,49880,129510
10,1,Capital Region,19-1042,"Medical Scientists, Except Epidemiologists",580,93180,83280,59970,109790
10,1,Capital Region,19-2012,Physicists,,152780,141820,105180,176570
10,1,Capital Region,19-2021,Atmospheric and Space Scientists,50,98130,100810,65540,114430
10,1,Capital Region,19-2031,Chemists,330,87320,82200,65760,98100
10,1,Capital Region,19-2032,Materials Scientists,50,91700,82010,48350,113370
10,1,Capital Region,19-2041,"Environmental Scientists and Specialists, Including Health",570,77540,76650,53040,89790
10,1,Capital Region,19-2042,"Geoscientists, Except Hydrologists and Geographers",120,82060,76770,55880,95150
10,1,Capital Region,19-2043,Hydrologists,,87520,87530,60780,100890
10,1,Capital Region,19-3011,Economists,60,87010,84460,61740,99640
10,1,Capital Region,19-3031,"Clinical, Counseling, and School Psychologists",520,91350,78880,49970,112040
10,1,Capital Region,19-3039,"Psychologists, All Other",,97670,106310,66240,113380
10,1,Capital Region,19-3051,Urban and Regional Planners,80,73410,73120,54630,82800
10,1,Capital Region,19-3093,Historians,80,35740,30630,28950,39130
10,1,Capital Region,19-3099,"Social Scientists and Related Workers, All Other",100,98030,86960,69340,112380
10,1,Capital Region,19-4021,Biological Technicians,670,48280,47710,40360,52240
10,1,Capital Region,19-4031,Chemical Technicians,390,56180,57050,41350,63600
10,1,Capital Region,19-4042,"Environmental Science and Protection Technicians, Including Health",140,49360,46240,34290,56900
10,1,Capital Region,19-4045,Geological and Hydrologic Technicians,60,62340,62680,39240,73890
10,1,Capital Region,19-4061,Social Science Research Assistants,,44120,42420,34620,48870
10,1,Capital Region,19-4071,Forest and Conservation Technicians,,40180,38380,36470,42040
10,1,Capital Region,19-4099,"Life, Physical, and Social Science Technicians, All Other",740,47670,48380,31910,55550
10,1,Capital Region,19-5011,Occupational Health and Safety Specialists,430,79170,77540,59440,89040
10,1,Capital Region,19-5012,Occupational Health and Safety Technicians,,58940,58090,44320,66250
10,1,Capital Region,21-0000,Community and Social Service Occupations,10990,55210,52580,34420,65600
10,1,Capital Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",1320,63970,59680,42780,74560
10,1,Capital Region,21-1013,Marriage and Family Therapists,,55170,56410,46110,59690
10,1,Capital Region,21-1015,Rehabilitation Counselors,850,43350,36860,28270,50890
10,1,Capital Region,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",930,50200,47620,34370,58110
10,1,Capital Region,21-1019,"Counselors, All Other",,53310,54700,36180,61870
10,1,Capital Region,21-1021,"Child, Family, and School Social Workers",1590,64130,61000,44980,73710
10,1,Capital Region,21-1022,Healthcare Social Workers,720,55260,53500,41260,62260
10,1,Capital Region,21-1023,Mental Health and Substance Abuse Social Workers,630,61560,60230,45130,69780
10,1,Capital Region,21-1029,"Social Workers, All Other",270,72890,74360,55300,81690
10,1,Capital Region,21-1091,Health Educators,340,64500,63270,35720,78900
10,1,Capital Region,21-1092,Probation Officers and Correctional Treatment Specialists,380,71390,70420,56380,78890
10,1,Capital Region,21-1093,Social and Human Service Assistants,2160,42550,39700,29500,49080
10,1,Capital Region,21-1094,Community Health Workers,480,50910,45440,30730,60990
10,1,Capital Region,21-1099,"Community and Social Service Specialists, All Other",390,69470,68440,54830,76780
10,1,Capital Region,21-2011,Clergy,400,60280,58090,32590,74120
10,1,Capital Region,21-2021,"Directors, Religious Activities and Education",290,41110,42030,30430,46440
10,1,Capital Region,21-2099,"Religious Workers, All Other",170,34750,30340,26000,39210
10,1,Capital Region,23-0000,Legal Occupations,5700,99560,91010,51820,123420
10,1,Capital Region,23-1011,Lawyers,3410,115180,105020,71280,137130
10,1,Capital Region,23-1023,"Judges, Magistrate Judges, and Magistrates",320,155350,157800,116230,174920
10,1,Capital Region,23-2011,Paralegals and Legal Assistants,1250,55650,55470,40590,63180
10,1,Capital Region,23-2093,"Title Examiners, Abstractors, and Searchers",120,60080,58940,47440,66400
10,1,Capital Region,25-0000,"Education, Training, and Library Occupations",37410,65720,57210,30660,83250
10,1,Capital Region,25-1011,"Business Teachers, Postsecondary",440,86910,68940,38980,110870
10,1,Capital Region,25-1021,"Computer Science Teachers, Postsecondary",230,87850,78060,48470,107550
10,1,Capital Region,25-1022,"Mathematical Science Teachers, Postsecondary",200,86000,71570,41110,108450
10,1,Capital Region,25-1042,"Biological Science Teachers, Postsecondary",270,102300,93530,57980,124460
10,1,Capital Region,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",230,137200,122710,75580,168020
10,1,Capital Region,25-1052,"Chemistry Teachers, Postsecondary",160,92720,86340,56530,110820
10,1,Capital Region,25-1053,"Environmental Science Teachers, Postsecondary",,105650,93360,66320,125310
10,1,Capital Region,25-1054,"Physics Teachers, Postsecondary",80,108500,99240,70560,127470
10,1,Capital Region,25-1061,"Anthropology and Archeology Teachers, Postsecondary",60,94240,83210,56990,112870
